0,37,74,106,114,121.5,129,136.5,144,151.5,159,166.5,174,181.5,189,195,201,207,213,219,225,231
1000,1700,1907,2044,2501,2544,2682,2879,2967,3186,3263,3453,3534,3685,3653,4011,4097,4256,4545,4714,4979,5280
