0,37,74,106,114,121.5,129,136.5,144,151.5,159,166.5,174,181.5,189,195,201,207,213,219,225,231
930,1200,950,1050,1120,1250,1500,1940,2280,2430,2630,2990,3000,3200,3300,3654,3730,3830,4078,4195,4699,5221
